gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gm17167,523.380058384623,-6.91536459516145,0.381446578766906,2.35278413024696e-74,4.84344141052639e-70
Ccl27a,386.024827695068,-2.78245262273877,0.235926511025928,2.19916483439856e-33,2.26360036404644e-29
Gm20110,76.2702044971696,4.30309438167671,0.390125237207245,2.27368963670551e-29,1.56020582870732e-25
Oscar,100.000411094198,-3.36759460518736,0.306469825623909,4.64861665501284e-29,2.39241056150236e-25
Gm47578,97.6649931795117,2.85732498657293,0.265832335200147,3.60133124229314e-28,1.48274009907693e-24
Cfap54,3316.4502285241,-1.46713356151667,0.139814395542135,4.59593853056187e-27,1.57686650983578e-23
Serhl,171.388599235711,-3.05378235852534,0.298550330379783,1.21029179825487e-25,3.55929527983924e-22
Gm35019,94.4692078902279,-3.13295393815306,0.319273978068511,4.73945784951463e-24,1.21958099112635e-20
Matn4,181.053787512441,-2.87869035765375,0.297202249885041,1.69256473266299e-23,3.87145973184448e-20
Zfp846,1532.42153809756,1.21870619903234,0.126557220972307,3.00201398635669e-23,6.17994599231388e-20
Bet1,981.23110830786,-1.63831604606959,0.17286662402915,1.49161007441195e-22,2.79148045380404e-19
Samd11,384.515882653366,-1.64569409016852,0.177958234679,1.33251826164709e-21,2.28593507785557e-18
4930412C18Rik,231.896457389506,-2.44221076456438,0.277728645906654,7.56080257716581e-20,1.19728216810412e-16
Gm45356,95.5879455675586,-2.63033103552224,0.301191345468389,1.03823655935666e-19,1.52665270077974e-16
Pax1,63.6120585082605,-4.18230638640714,0.486076753006138,7.22203377075281e-19,9.91151914698116e-16
Gm2762,427.139137289637,-2.15426116448424,0.252956819916183,8.0895495402413e-19,1.0408216677213e-15
9230109A22Rik,46.1909187901625,-2.87779810731398,0.348067115826231,6.56579109082687e-18,7.950786787986e-15
Sav1,1215.99927845931,-1.1144941399739,0.135064830190159,7.96348765032151e-18,9.10757537608436e-15
Zfp641,961.694442407842,0.865235975707534,0.109245810652076,1.34564541975135e-16,1.45797140057901e-13
Mylk3,43.8421684324455,-2.66930485642132,0.339272040428608,2.39965124079994e-16,2.46996102215538e-13
St3gal4,1642.15439911952,1.46109271631072,0.194450791269742,2.85422654051257e-15,2.79795750299961e-12
Gm3417,96.9357755825518,-2.13270834640291,0.291743650558279,1.27447121711729e-14,1.19255747616257e-11
Pcdhga6,139.686344457871,-1.40356204268622,0.192549414341169,1.51852982877819e-14,1.35915021979252e-11
Gm4651,230.590973824864,1.84057373457891,0.253467560241177,1.82417067765584e-14,1.56468239875929e-11
Card10,164.537730706591,-1.64831452102596,0.228178629199928,2.31306404041746e-14,1.90466945344136e-11
Mios,1343.90797146815,-0.603717395483808,0.0832361992049633,2.54474875167016e-14,2.01485376161084e-11
Ccdc61,229.498334995061,-1.1864218023683,0.164590714387888,2.69729859275085e-14,2.05654032705071e-11
