gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Mmp15,225.784348136324,1.48923514385369,0.148728190228566,7.65190690076604e-25,1.44728167121089e-20
Cfap54,61.3651478044306,-2.33509849697351,0.273284858852874,5.11529024699203e-19,4.83752998658037e-15
Gm15594,109.296990661597,2.43672249849455,0.28545722380474,9.17843848924437e-19,5.78669951951894e-15
Adam18,44.6407421534378,-2.53178544709972,0.341868645204253,7.89651884512926e-15,3.73386893591937e-11
Tmem163,448.125335378243,-1.30260463044817,0.181017372515651,2.74073169830838e-14,1.0367639868361e-10
Itih5,76.5549255537494,1.95537603006541,0.287808317929685,5.33960053294134e-13,1.68322007466754e-09
Alpk1,41.3558942956889,-2.24906996236543,0.34335603655557,4.0470209219034e-12,1.0935050530983e-08
Gm17167,32.4630195050774,-9.2746272232551,2.84438746640087,7.6856824200575e-12,1.81708746616209e-08
Prex1,589.645384068798,-0.86550594509478,0.139508227463498,2.330877303221e-11,4.4086213313122e-08
Gm3417,14.7005905356612,-4.69947264631185,0.726813607994889,2.10259970850611e-11,4.4086213313122e-08
Lpcat2,215.010046627416,-1.21044292372146,0.1964877070182,3.48305957257949e-11,5.98896261416077e-08
Zfp846,86.4708795296057,1.29168317028587,0.233274482948225,1.51436175739588e-09,2.38575718444931e-06
Slc15a2,68.2282619143425,1.79001526827938,0.326734817620952,1.63978235158301e-09,2.38575718444931e-06
Sncaip,275.666584695003,0.730687807064577,0.134901161167788,2.69193657457866e-09,3.63680631225578e-06
Tmem117,766.208594798833,-0.525983250748641,0.105397313059968,2.74522767784686e-08,3.46154908658637e-05
4922502N22Rik,40.9682874627235,1.76426783942922,0.360991382769965,6.09278508273289e-08,7.20243356592562e-05
Gm20559,26.128612360631,2.27817364484094,0.478184521113573,9.57760428033091e-08,0.000106559298445988
Tmem200a,72.301505460951,1.3782443924017,0.303184141240078,2.48429012173606e-07,0.00026104368534731
Matn2,45.9311483415637,-1.45308831677951,0.326432805446225,3.78270308026296e-07,0.000376558137158388
Cfap20,195.057537788764,0.702477693120636,0.158786332771614,4.19471033865734e-07,0.000396693756726825
Ninj2,170.009214514227,-0.799418365215269,0.185513640288794,6.52402897418987e-07,0.000587597542942034
Csnk2a2,165.242263851586,-0.831845681861631,0.194585185674268,7.57797604949424e-07,0.000651499268182427
Samd9l,28.0938654232286,1.68206895956422,0.39560593559758,8.95268841471872e-07,0.000736222385547782
2600014E21Rik,94.3038524595345,-1.30985006284643,0.310370388068861,1.06989246101823e-06,0.000800909344995224
Pde1a,743.081454196008,0.76203440019466,0.181932688583261,1.14330931134985e-06,0.000800909344995224
Zfp868,80.7395430419695,1.17043068591998,0.279614837625688,1.11707609625e-06,0.000800909344995224
Ermard,115.088108003382,-0.826063656364868,0.196405259881673,1.0293352168677e-06,0.000800909344995224
Sav1,77.6649415364489,-0.972736968012378,0.234474256964987,1.28224158157119e-06,0.000866154188351337
Mri1,34.7329078949241,-1.36322269584171,0.33854150765992,2.3711850650728e-06,0.00154650325244093
Slpi,56.8755950544896,-1.13973264018687,0.286787249179764,2.66032986602092e-06,0.00167724930286399
Ston2,42.9766546405888,1.23138568460647,0.308870290157096,3.04858407148755e-06,0.00180190372275361
9030025P20Rik,35.3924771805715,-1.53751302157892,0.392580989988016,2.98430461706383e-06,0.00180190372275361
St3gal4,130.641521888228,0.877276821269968,0.222277571126375,3.55347690394333e-06,0.00203668067155103
Grik1,1025.53115167662,0.599558481282667,0.154120957323833,4.07074425075249e-06,0.00226453108113919
Fhit,1232.7774869725,0.667710531436894,0.172851509699739,4.38284642035735e-06,0.00236849020556111
Atp13a4,121.124273417302,-0.72292604772763,0.187699933948893,4.58150858036233e-06,0.00240707370247148
Gm47271,118.939164127817,0.839037495612587,0.2221745089969,6.20821002592898e-06,0.00309005485343212
Gm20110,9.67934037429409,5.22435237198547,1.3484626841677,6.14907298275518e-06,0.00309005485343212
Gm47469,29.2664628832464,1.40351829089903,0.379815482074422,9.01124180218732e-06,0.00437022121657874
Rpgrip1l,104.607518065771,0.772410144992628,0.211284141916031,9.85100575070198e-06,0.00443623625639946
4930570B17Rik,82.3777390917383,0.979996559144255,0.267615888745291,9.63186412266045e-06,0.00443623625639946
Cthrc1,98.3102044022275,0.881769193930324,0.241234299911897,9.61341495065066e-06,0.00443623625639946
Rnf152,201.398075442654,0.86052200277914,0.23664446551121,1.09352716512263e-05,0.00480999367468126
Zfp990,4.8643659140848,-0.0084678819661874,0.045910131321008,1.384785298246e-05,0.00595268843886929
Phf20,228.728918130599,-0.545755021931363,0.152732941162689,1.4179587378857e-05,0.00595983812630448
Mylk,21.4828303836193,-0.0252781234350909,0.0560219701991726,1.46394963917805e-05,0.00601937901639427
Gm21860,17.1089684826593,-0.00427571568124823,0.0450372353944469,1.52866286642119e-05,0.00615172967138093
Hivep2,886.407344741575,0.494981138821373,0.140695775857588,1.74595824942852e-05,0.00687980298535231
Bet1,66.5176352550466,-0.99604409421634,0.285336762364554,1.79735785228053e-05,0.00693780130980285
Gm47578,7.89423039783101,4.27699451131068,1.07871063800879,2.42864480681454e-05,0.00918707757521805
Car10,660.777893512368,-0.621206308667819,0.182954104691026,2.56469399700335e-05,0.00951149456065123
