gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Xkr4,65096.7888172343,0.159743484864246,0.107791367977711,0.0295553079103201,0.236783708068586
Gm1992,2202.04224054101,0.211287338554042,0.186621164149165,0.0219364568409467,0.202624093683648
Gm19938,2677.93997883593,0.111784316484859,0.136506158231545,0.0928867965921145,0.425791591254135
Gm37381,2.68492697190866,0.00145665858966032,0.109724650069713,0.897750881397621,NA
Rp1,33.4388218917243,-0.0347254331791368,0.110548093614433,0.34275151557131,0.730823775426913
Sox17,1.27463870821441,0.00280164586659297,0.110082010575939,0.691684135202237,NA
Gm37323,0.66093228374895,0.00153261817696696,0.110182550175759,0.758107305249601,NA
Mrpl15,737.950309008537,0.0720748454757952,0.0916275417460413,0.229250920996625,0.632245671088017
Lypla1,1113.03239780035,0.104723735281477,0.101281355377422,0.112537668715148,0.464892734850885
Tcea1,3105.6396324066,0.0279322869460355,0.0699482148080632,0.613561304186684,0.880156015850442
Rgs20,2270.79520674164,0.383905237645176,0.246405188700922,0.00498350547156033,0.0835083518137476
Gm16041,12.8476127360867,0.0233039113781869,0.11194603474916,0.252524211269608,0.653120422355635
Atp6v1h,5092.41587942568,0.109714005254643,0.0928477698287596,0.0893077058989636,0.418213471486111
Oprk1,346.907426910709,0.369890098894948,0.207682699823826,0.00374798703345726,0.0711072683856545
Npbwr1,2.89648427078915,0.00340113188773456,0.109758815511866,0.76440556747674,NA
Rb1cc1,7718.48003590147,0.0162777157630308,0.0601377542726131,0.76068298359564,0.935914673407431
4732440D04Rik,533.745255179875,0.0126285552644166,0.101922103205523,0.741233298418715,0.928790868544111
Alkal1,12.0839520440203,0.0139836988788374,0.11047540432587,0.365838381609546,0.749202457825194
St18,2001.10152854231,-0.0506013720796851,0.124691571372371,0.0537871353380937,0.325835405344846
Pcmtd1,5659.16765939579,0.244902280093044,0.108395618712592,0.00285337317782387,0.0599577828013448
Gm26901,610.504068540095,0.0540400275143086,0.0955050172300387,0.348362735977185,0.7350878816674
Gm30414,0.564068793878658,-0.00244476341800866,0.110248499596216,0.491027107229496,NA
Sntg1,38060.2414717615,-0.0325602709562471,0.085876715387068,0.559179094268799,0.859179664161348
Rrs1,103.611860308521,-0.202904586129076,0.218637039108682,0.0247539568496688,0.214555458816525
Adhfe1,112.49997542086,-0.0568392441287668,0.123387796697014,0.138901727065696,0.511772570014844
2610203C22Rik,67.2595935097775,0.0293350100968694,0.111449099881588,0.324114190888571,0.721443034941569
Vxn,394.309037521648,0.0322274151341997,0.114198908596923,0.199191526745755,0.596161673961583
Mybl1,161.68249826288,0.055899015078137,0.103966570378725,0.307237923942027,0.707156718460064
Vcpip1,1159.85752668736,0.0718673579005499,0.0937686574408275,0.239022744649765,0.641723446662777
1700034P13Rik,28.4793242344555,-0.0140341777242113,0.106427450487787,0.655760818236951,0.894921145115788
Sgk3,1124.20412532475,0.129880567080729,0.16881984443572,0.0582084375131917,0.340031680732818
Mcmdc2,296.51582162864,-0.00392975030880665,0.109264813684717,0.791937333143688,0.945142887720525
Snhg6,208.240133916831,0.00195905802863829,0.10117578232857,0.965538819639282,0.99338995034152
Tcf24,5.23722757469303,0.00739321677566274,0.109681039270866,0.608668176057057,0.878716013049772
Ppp1r42,46.3392930628496,0.0315096346251291,0.107219479934496,0.441578521698718,0.80118035006552
Gm15818,2.05181522712179,-0.0030604698437411,0.109865692142677,0.759833570881113,NA
Cops5,1561.31284259602,0.0086334541256693,0.06446652157166,0.872177259135402,0.96948660398857
Cspp1,9489.65479728845,0.111830332970989,0.0740993000859556,0.0564874759573763,0.334376060682595
